Event ID,LGA,Start Date,Start Time,Customers Interrupted,Ave Dur. (min),Reason
1821638,SUTHERLAND,2020-12-30 00:00:00,2020-12-30 09:56:00,663,54.8584337349398,Environmental
1821644,WARRINGAH,2020-12-30 00:00:00,2020-12-30 10:13:00,65,23.9179487179487,Environmental
1821703,MOSMAN,2020-12-30 00:00:00,2020-12-30 13:39:27,118,110.55,Environmental
1821723,HORNSBY,2020-12-30 00:00:00,2020-12-30 14:30:00,148,10.0,Equipment fault
1821769,RYDE,2020-12-31 00:00:00,2020-12-31 03:41:00,914,180.404371584699,Equipment fault
1821787,PORT STEPHENS,2020-12-31 00:00:00,2020-12-31 07:35:23,84,184.616666666667,Environmental
1821836,WARRINGAH,2020-12-31 00:00:00,2020-12-31 12:59:00,99,135.599663299664,Equipment fault
1821880,RYDE,2021-01-01 00:00:00,2021-01-01 03:04:00,1381,118.0,Environmental
1821891,PORT STEPHENS,2021-01-01 00:00:00,2021-01-01 13:34:28,51,186.533333333333,Environmental
1821932,SINGLETON,2021-01-01 00:00:00,2021-01-01 15:47:00,272,169.421245421245,Environmental
1821937,CANTERBURY,2021-01-01 00:00:00,2021-01-01 16:55:55,70,69.0833333333333,Equipment fault
1822050,NEWCASTLE,2021-01-03 00:00:00,2021-01-03 01:36:00,127,34.0,Environmental
1822057,NEWCASTLE,2021-01-03 00:00:00,2021-01-03 06:29:00,930,99.4924892703863,Third party
1822075,HORNSBY,2021-01-03 00:00:00,2021-01-03 09:06:00,678,244.102941176471,Environmental
1822102,MANLY,2021-01-03 00:00:00,2021-01-03 12:02:28,86,367.533333333334,Equipment fault
1822136,SUTHERLAND,2021-01-03 00:00:00,2021-01-03 14:29:00,2311,99.6450497189797,Equipment fault
1822145,SUTHERLAND,2021-01-03 00:00:00,2021-01-03 14:56:35,73,153.416666666666,Equipment fault
1822243,KU-RING-GAI,2021-01-04 00:00:00,2021-01-04 10:44:34,56,195.433333333334,Environmental
1822306,RANDWICK,2021-01-04 00:00:00,2021-01-04 15:10:00,69,130.0,Environmental
1822319,WYONG,2021-01-04 00:00:00,2021-01-04 15:34:00,120,194.9,Equipment fault
1822322,MUSWELLBROOK,2021-01-04 00:00:00,2021-01-04 15:38:00,160,98.9,Environmental
1822327,HORNSBY,2021-01-04 00:00:00,2021-01-04 16:06:00,78,879.316455696203,Environmental
1822335,WYONG,2021-01-04 00:00:00,2021-01-04 16:16:00,150,363.0,Environmental
1822333,HORNSBY,2021-01-04 00:00:00,2021-01-04 16:21:00,703,120.0,Environmental
1822338,HORNSBY,2021-01-04 00:00:00,2021-01-04 16:23:00,3044,184.09099868594,Environmental
1822285,GOSFORD,2021-01-04 00:00:00,2021-01-04 16:25:00,17276,66.5009831135785,Lightning
1822368,WYONG,2021-01-04 00:00:00,2021-01-04 16:37:07,220,372.883333333333,Environmental
1822369,GOSFORD,2021-01-04 00:00:00,2021-01-04 16:37:15,91,471.75,Environmental
1822384,MANLY,2021-01-04 00:00:00,2021-01-04 16:43:00,1520,45.4063116370809,Lightning
1822385,ROCKDALE,2021-01-04 00:00:00,2021-01-04 16:43:58,925,75.0333333333334,Environmental
1822395,WARRINGAH,2021-01-04 00:00:00,2021-01-04 16:45:00,99,495.0,Environmental
1822420,GOSFORD,2021-01-04 00:00:00,2021-01-04 16:51:00,62,86.0,Environmental
1822489,WYONG,2021-01-04 00:00:00,2021-01-04 16:59:00,516,13.7272727272727,Environmental
1822422,LAKE MACQUARIE,2021-01-04 00:00:00,2021-01-04 17:46:00,112,502.0,Environmental
1822539,NEWCASTLE,2021-01-04 00:00:00,2021-01-04 17:59:00,175,86.0,Equipment fault
1822505,WYONG,2021-01-04 00:00:00,2021-01-04 18:40:00,141,178.0,Equipment fault
1822390,ROCKDALE,2021-01-04 00:00:00,2021-01-04 18:55:00,76,30.0,Environmental
1822592,HORNSBY,2021-01-04 00:00:00,2021-01-04 19:03:00,167,192.694610778443,Environmental
1822620,MOSMAN,2021-01-04 00:00:00,2021-01-04 19:55:23,118,89.616666666667,Environmental
1822642,NORTH SYDNEY,2021-01-04 00:00:00,2021-01-04 20:42:03,115,291.95,Environmental
1822652,LAKE MACQUARIE,2021-01-04 00:00:00,2021-01-04 21:29:00,1628,76.1718845917741,Environmental
1822699,CESSNOCK,2021-01-05 00:00:00,2021-01-05 07:18:00,1366,84.0563277249451,Equipment fault
1822806,ROCKDALE,2021-01-05 00:00:00,2021-01-05 11:44:00,64,526.0,Equipment fault
1822839,RANDWICK,2021-01-05 00:00:00,2021-01-05 13:30:00,57,303.0,Equipment fault
1822884,BANKSTOWN,2021-01-05 00:00:00,2021-01-05 17:04:00,931,37.0,Environmental
1822930,PITTWATER,2021-01-05 00:00:00,2021-01-05 21:33:00,269,159.200743494424,Equipment fault
1822941,MOSMAN,2021-01-05 00:00:00,2021-01-05 23:43:31,118,141.483333333333,Environmental
1822949,WARRINGAH,2021-01-06 00:00:00,2021-01-06 01:45:00,146,920.0,Third party
1822950,WARRINGAH,2021-01-06 00:00:00,2021-01-06 01:50:21,85,914.65,Third party
1822957,HORNSBY,2021-01-06 00:00:00,2021-01-06 05:54:00,59,323.0,Environmental
1822963,NEWCASTLE,2021-01-06 00:00:00,2021-01-06 06:30:27,60,299.55,Equipment fault
1823060,HORNSBY,2021-01-06 00:00:00,2021-01-06 13:15:00,64,143.0,Environmental
1823150,SUTHERLAND,2021-01-07 00:00:00,2021-01-07 04:07:00,466,36.0,Environmental
1823156,CESSNOCK,2021-01-07 00:00:00,2021-01-07 07:46:09,71,157.85,Equipment fault
1823305,WOOLLAHRA,2021-01-07 00:00:00,2021-01-07 22:50:00,80,45.0,Environmental
1823458,WARRINGAH,2021-01-09 00:00:00,2021-01-09 03:27:00,1867,129.96572040707,Environmental
1823459,SUTHERLAND,2021-01-09 00:00:00,2021-01-09 04:10:00,1176,155.177268871925,Environmental
1823493,WARRINGAH,2021-01-09 00:00:00,2021-01-09 11:17:00,5422,15.0,Environmental
1823500,PORT STEPHENS,2021-01-09 00:00:00,2021-01-09 12:43:00,687,59.2620087336245,Equipment fault
1823489,HORNSBY,2021-01-09 00:00:00,2021-01-09 17:40:00,59,50.0,Environmental
1823492,RYDE,2021-01-09 00:00:00,2021-01-09 18:30:00,79,160.0,Equipment fault
1823536,CANTERBURY,2021-01-09 00:00:00,2021-01-09 20:05:00,2008,106.165174129353,Equipment fault
1823538,GOSFORD,2021-01-09 00:00:00,2021-01-09 21:15:00,176,13.0,Equipment fault
1823462,SOUTH SYDNEY,2021-01-09 00:00:00,2021-01-09 21:25:00,59,115.0,Environmental
1823542,SOUTH SYDNEY,2021-01-09 00:00:00,2021-01-09 22:14:01,95,70.9833333333333,Environmental
1823549,GOSFORD,2021-01-10 00:00:00,2021-01-10 04:26:00,854,132.960233918129,Environmental
1823611,GOSFORD,2021-01-10 00:00:00,2021-01-10 16:40:00,1257,17.9602543720191,Environmental
1823612,SUTHERLAND,2021-01-10 00:00:00,2021-01-10 17:00:00,1994,83.2585170340681,Equipment fault
1823607,KU-RING-GAI,2021-01-10 00:00:00,2021-01-10 17:23:00,88,112.0,Equipment fault
1823642,MARRICKVILLE,2021-01-11 00:00:00,2021-01-11 03:16:00,1103,65.7594936708861,Environmental
1823727,HURSTVILLE,2021-01-11 00:00:00,2021-01-11 11:31:00,71,249.0,Environmental
1824080,BANKSTOWN,2021-01-11 00:00:00,2021-01-11 12:39:00,1583,74.5195460277428,Equipment fault
1823817,LEICHHARDT,2021-01-11 00:00:00,2021-01-11 15:34:00,84,106.0,Environmental
1823873,SCONE,2021-01-11 00:00:00,2021-01-11 16:27:00,255,48.0,Equipment fault
1823844,PORT STEPHENS,2021-01-11 00:00:00,2021-01-11 19:00:00,162,105.0,Equipment fault
1823930,GOSFORD,2021-01-11 00:00:00,2021-01-11 19:29:00,1384,74.0,Environmental
1823952,WYONG,2021-01-11 00:00:00,2021-01-11 22:44:00,1665,74.3865546218488,Equipment fault
1823954,PORT STEPHENS,2021-01-11 00:00:00,2021-01-11 23:04:00,1070,92.7514018691589,Environmental
1824720,RYDE,2021-01-12 00:00:00,2021-01-12 01:45:00,80,35.0,Environmental
1824022,PORT STEPHENS,2021-01-12 00:00:00,2021-01-12 09:32:00,1616,40.7462871287129,Environmental
1824053,DRUMMOYNE,2021-01-12 00:00:00,2021-01-12 10:31:00,1943,108.0,Cable dig
1824054,DRUMMOYNE,2021-01-12 00:00:00,2021-01-12 10:34:00,1278,356.234741784038,Cable dig
1824217,BANKSTOWN,2021-01-12 00:00:00,2021-01-12 19:48:38,111,281.366666666667,Equipment fault
1824243,CANTERBURY,2021-01-13 00:00:00,2021-01-13 05:46:53,87,283.116666666667,Third party
1824277,BANKSTOWN,2021-01-13 00:00:00,2021-01-13 12:08:04,77,271.933333333334,Third party
1824334,SINGLETON,2021-01-13 00:00:00,2021-01-13 15:05:00,108,193.490740740741,Equipment fault
1824509,RANDWICK,2021-01-13 00:00:00,2021-01-13 16:06:50,60,103.166666666667,Equipment fault
1824529,HORNSBY,2021-01-13 00:00:00,2021-01-13 17:01:00,53,281.0,Equipment fault
1824538,WARRINGAH,2021-01-13 00:00:00,2021-01-13 17:29:34,71,75.4333333333333,Equipment fault
1824573,RYDE,2021-01-13 00:00:00,2021-01-13 20:42:00,52,13.0,Equipment fault
1824580,CONCORD,2021-01-13 00:00:00,2021-01-13 22:03:01,61,157.833333333333,Equipment fault
1824752,BANKSTOWN,2021-01-14 00:00:00,2021-01-14 13:10:00,70,25.0,Equipment fault
1824829,BANKSTOWN,2021-01-14 00:00:00,2021-01-14 14:46:00,220,1123.5407239819,Equipment fault
1824836,STRATHFIELD,2021-01-14 00:00:00,2021-01-14 17:51:05,141,128.916666666667,Environmental
1824868,PITTWATER,2021-01-14 00:00:00,2021-01-14 20:28:00,641,43.0,Environmental
1824843,HORNSBY,2021-01-14 00:00:00,2021-01-14 22:15:00,69,15.0,Environmental
1824902,WYONG,2021-01-15 00:00:00,2021-01-15 01:31:00,1264,93.7162055335968,Equipment fault
1824903,AUBURN,2021-01-15 00:00:00,2021-01-15 01:58:00,241,108.813278008299,Equipment fault
1825018,NEWCASTLE,2021-01-15 00:00:00,2021-01-15 12:32:00,1167,27.6538461538462,Environmental
1825111,WILLOUGHBY,2021-01-15 00:00:00,2021-01-15 20:50:28,73,24.5333333333333,Environmental
1825117,SOUTH SYDNEY,2021-01-15 00:00:00,2021-01-15 23:31:00,527,89.0,Equipment fault
1825119,KU-RING-GAI,2021-01-16 00:00:00,2021-01-16 00:13:00,1003,104.739562624254,Environmental
1825126,WYONG,2021-01-16 00:00:00,2021-01-16 02:31:00,56,74.4464285714286,Equipment fault
1825212,WYONG,2021-01-16 00:00:00,2021-01-16 16:37:00,134,81.365671641791,Environmental
1825213,GOSFORD,2021-01-16 00:00:00,2021-01-16 16:46:51,55,41.15,Environmental
1825214,GOSFORD,2021-01-16 00:00:00,2021-01-16 16:47:29,54,44.5166666666667,Environmental
1825215,KU-RING-GAI,2021-01-16 00:00:00,2021-01-16 16:52:00,1089,309.965105601469,Equipment fault
1825244,GOSFORD,2021-01-16 00:00:00,2021-01-16 23:36:00,1223,159.846279640229,Environmental
1825276,AUBURN,2021-01-17 00:00:00,2021-01-17 06:03:00,82,47.0,Equipment fault
1825285,CESSNOCK,2021-01-17 00:00:00,2021-01-17 08:17:52,65,464.133333333334,Equipment fault
1825306,HORNSBY,2021-01-17 00:00:00,2021-01-17 11:12:00,78,42.0,Environmental
1825256,WILLOUGHBY,2021-01-17 00:00:00,2021-01-17 23:46:00,1091,16.9431714023831,Equipment fault
1825364,SCONE,2021-01-18 00:00:00,2021-01-18 04:03:00,83,74.0,Equipment fault
1825365,CESSNOCK,2021-01-18 00:00:00,2021-01-18 04:14:00,145,183.918918918919,Equipment fault
1825444,KU-RING-GAI,2021-01-18 00:00:00,2021-01-18 11:15:00,59,181.440677966102,Equipment fault
1825538,DRUMMOYNE,2021-01-18 00:00:00,2021-01-18 15:20:00,103,250.0,Environmental
1825568,BANKSTOWN,2021-01-18 00:00:00,2021-01-18 16:58:00,743,117.012113055182,Environmental
1825617,MANLY,2021-01-19 00:00:00,2021-01-19 01:33:00,1604,155.92523364486,Environmental
1825630,MAITLAND,2021-01-19 00:00:00,2021-01-19 02:18:00,1410,95.9744680851064,Equipment fault
1825702,PORT STEPHENS,2021-01-19 00:00:00,2021-01-19 09:49:00,58,192.793103448276,Equipment fault
1825793,WOOLLAHRA,2021-01-19 00:00:00,2021-01-19 15:30:00,72,330.0,Environmental
1825856,WOOLLAHRA,2021-01-20 00:00:00,2021-01-20 01:02:00,95,48.0,Environmental
1825861,KU-RING-GAI,2021-01-20 00:00:00,2021-01-20 02:57:00,58,427.254237288136,Environmental
1825864,GOSFORD,2021-01-20 00:00:00,2021-01-20 03:17:00,1637,95.9,Environmental
1825877,WYONG,2021-01-20 00:00:00,2021-01-20 07:32:00,2188,43.6916400182732,Equipment fault
1825971,AUBURN,2021-01-20 00:00:00,2021-01-20 12:55:00,332,99.8348348348348,Equipment fault
1826020,GOSFORD,2021-01-20 00:00:00,2021-01-20 14:39:00,166,52.0,Environmental
1826047,CESSNOCK,2021-01-20 00:00:00,2021-01-20 16:41:00,72,416.0,Environmental
1825578,BANKSTOWN,2021-01-20 00:00:00,2021-01-20 23:26:12,94,813.8,Third party
1826081,BANKSTOWN,2021-01-21 00:00:00,2021-01-21 00:15:00,114,765.0,Third party
1826176,RANDWICK,2021-01-21 00:00:00,2021-01-21 13:17:35,62,57.4166666666667,Environmental
1826219,SUTHERLAND,2021-01-21 00:00:00,2021-01-21 19:35:00,55,175.0,Environmental
1826275,AUBURN,2021-01-22 00:00:00,2021-01-22 08:09:55,116,116.511206896552,Environmental
1826311,HORNSBY,2021-01-22 00:00:00,2021-01-22 10:32:52,67,112.133333333333,Environmental
1826354,SOUTH SYDNEY,2021-01-22 00:00:00,2021-01-22 12:56:00,317,52.4952681388013,Equipment fault
1826398,LAKE MACQUARIE,2021-01-22 00:00:00,2021-01-22 15:45:21,61,59.65,Environmental
1826409,RANDWICK,2021-01-22 00:00:00,2021-01-22 16:37:47,62,188.066666666666,Environmental
1826443,HORNSBY,2021-01-22 00:00:00,2021-01-22 16:46:58,79,415.033333333333,Environmental
1826470,GOSFORD,2021-01-22 00:00:00,2021-01-22 21:06:00,982,63.4242115971516,Equipment fault
1826568,NEWCASTLE,2021-01-23 00:00:00,2021-01-23 17:21:16,84,215.733333333333,Equipment fault
1826579,STRATHFIELD,2021-01-23 00:00:00,2021-01-23 18:47:00,1084,68.6099356025759,Equipment fault
1826582,STRATHFIELD,2021-01-23 00:00:00,2021-01-23 19:12:00,143,103.0,Equipment fault
1826601,WYONG,2021-01-23 00:00:00,2021-01-23 21:50:00,138,107.347826086957,Environmental
1826606,AUBURN,2021-01-23 00:00:00,2021-01-23 22:41:00,122,83.0,Equipment fault
1826613,NORTH SYDNEY,2021-01-24 00:00:00,2021-01-24 03:31:00,101,339.0,Environmental
1826667,WARRINGAH,2021-01-24 00:00:00,2021-01-24 17:30:00,64,15.0,Environmental
1826720,BANKSTOWN,2021-01-24 00:00:00,2021-01-24 20:21:00,369,458.667567567568,Equipment fault
1826732,HORNSBY,2021-01-25 00:00:00,2021-01-25 00:03:00,149,972.0,Equipment fault
1826740,LANE COVE,2021-01-25 00:00:00,2021-01-25 00:50:00,1515,215.413201320132,Equipment fault
1826811,MANLY,2021-01-25 00:00:00,2021-01-25 08:50:00,67,390.0,Equipment fault
1826816,KU-RING-GAI,2021-01-25 00:00:00,2021-01-25 11:17:19,54,140.683333333333,Environmental
1826850,HORNSBY,2021-01-25 00:00:00,2021-01-25 13:32:00,330,67.1234939759036,Equipment fault
1826857,KU-RING-GAI,2021-01-25 00:00:00,2021-01-25 13:56:00,1597,81.0,Environmental
1826868,WILLOUGHBY,2021-01-25 00:00:00,2021-01-25 14:03:00,696,175.103448275862,Equipment fault
1826910,AUBURN,2021-01-25 00:00:00,2021-01-25 16:10:00,52,87.7692307692308,Equipment fault
1826911,KU-RING-GAI,2021-01-25 00:00:00,2021-01-25 16:53:17,61,306.716666666667,Environmental
1827003,GOSFORD,2021-01-26 00:00:00,2021-01-26 04:50:00,429,213.216783216783,Environmental
1827004,SUTHERLAND,2021-01-26 00:00:00,2021-01-26 05:25:00,1474,94.9099526066351,Equipment fault
1827012,LANE COVE,2021-01-26 00:00:00,2021-01-26 07:18:00,1801,112.706371191136,Equipment fault
1827019,MANLY,2021-01-26 00:00:00,2021-01-26 08:03:00,1499,181.6344873502,Equipment fault
1827039,HORNSBY,2021-01-26 00:00:00,2021-01-26 10:15:52,65,234.133333333334,Environmental
1827078,GOSFORD,2021-01-26 00:00:00,2021-01-26 13:45:00,84,255.0,Equipment fault
1827109,HUNTERS HILL,2021-01-26 00:00:00,2021-01-26 14:55:00,1209,101.531844499586,Equipment fault
1827117,LANE COVE,2021-01-26 00:00:00,2021-01-26 15:23:00,1913,61.7490871152843,Equipment fault
1827130,HURSTVILLE,2021-01-26 00:00:00,2021-01-26 15:32:00,2306,71.0,Equipment fault
1827165,LAKE MACQUARIE,2021-01-26 00:00:00,2021-01-26 16:20:00,1717,73.5503785672685,Equipment fault
1827221,NEWCASTLE,2021-01-26 00:00:00,2021-01-26 16:22:00,75,58.0,Equipment fault
1827164,CANTERBURY,2021-01-26 00:00:00,2021-01-26 16:22:55,105,67.0833333333333,Equipment fault
1827672,KU-RING-GAI,2021-01-26 00:00:00,2021-01-26 16:37:00,52,276.0,Equipment fault
1827189,KU-RING-GAI,2021-01-26 00:00:00,2021-01-26 17:24:00,554,89.5503597122302,Equipment fault
1827206,MARRICKVILLE,2021-01-26 00:00:00,2021-01-26 17:40:00,1471,6.56560163154317,Equipment fault
1827216,RYDE,2021-01-26 00:00:00,2021-01-26 18:10:00,180,128.070833333333,Equipment fault
1827239,WYONG,2021-01-26 00:00:00,2021-01-26 18:41:00,1365,96.0,Equipment fault
1827272,SUTHERLAND,2021-01-26 00:00:00,2021-01-26 19:53:00,82,127.0,Equipment fault
1827286,PITTWATER,2021-01-26 00:00:00,2021-01-26 21:08:06,56,841.9,Equipment fault
1827287,BANKSTOWN,2021-01-26 00:00:00,2021-01-26 21:10:00,151,262.365131578947,Equipment fault
1827301,AUBURN,2021-01-26 00:00:00,2021-01-26 21:17:00,2450,103.293925805137,Equipment fault
1827306,STRATHFIELD,2021-01-26 00:00:00,2021-01-26 21:26:00,96,633.422743055555,Equipment fault
1827323,MANLY,2021-01-27 00:00:00,2021-01-27 01:30:00,3156,115.005383153895,Equipment fault
1827380,NEWCASTLE,2021-01-27 00:00:00,2021-01-27 07:57:00,1044,69.6819923371648,Equipment fault
1827484,GOSFORD,2021-01-27 00:00:00,2021-01-27 11:04:00,830,172.638554216867,Equipment fault
1827517,WARRINGAH,2021-01-27 00:00:00,2021-01-27 11:51:00,3002,57.3563829787234,Environmental
1827400,KU-RING-GAI,2021-01-27 00:00:00,2021-01-27 12:05:00,79,130.0,Environmental
1827277,NEWCASTLE,2021-01-27 00:00:00,2021-01-27 12:10:00,105,170.228571428571,Equipment fault
1827669,WILLOUGHBY,2021-01-27 00:00:00,2021-01-27 17:40:16,55,306.733333333333,Environmental
1827692,SOUTH SYDNEY,2021-01-27 00:00:00,2021-01-27 18:19:00,672,67.0860615079365,Equipment fault
1827704,HORNSBY,2021-01-27 00:00:00,2021-01-27 18:42:00,81,103.0,Environmental
1827700,LEICHHARDT,2021-01-27 00:00:00,2021-01-27 18:45:00,73,13.0,Environmental
1827716,BANKSTOWN,2021-01-27 00:00:00,2021-01-27 19:07:05,66,292.916666666667,Environmental
1827740,PITTWATER,2021-01-27 00:00:00,2021-01-27 19:47:00,326,56.0,Environmental
1827748,WYONG,2021-01-27 00:00:00,2021-01-27 20:19:00,103,123.964563106796,Environmental
1827799,PORT STEPHENS,2021-01-27 00:00:00,2021-01-27 23:45:00,692,83.0,Environmental
1827810,HORNSBY,2021-01-28 00:00:00,2021-01-28 03:33:00,259,282.50193050193,Environmental
1827830,LAKE MACQUARIE,2021-01-28 00:00:00,2021-01-28 07:06:00,795,147.400753768844,Equipment fault
1828021,BANKSTOWN,2021-01-28 00:00:00,2021-01-28 14:17:59,72,681.2,Equipment fault
1828162,GOSFORD,2021-01-29 00:00:00,2021-01-29 08:10:00,656,62.0,Environmental
1828246,LAKE MACQUARIE,2021-01-29 00:00:00,2021-01-29 11:33:00,749,87.3426294820717,Equipment fault
1828344,NORTH SYDNEY,2021-01-29 00:00:00,2021-01-29 16:25:52,101,74.1333333333333,Environmental
1828347,LAKE MACQUARIE,2021-01-29 00:00:00,2021-01-29 16:29:00,1302,179.623177283193,Equipment fault
1828340,WYONG,2021-01-29 00:00:00,2021-01-29 16:40:00,90,440.0,Equipment fault
1828352,LAKE MACQUARIE,2021-01-29 00:00:00,2021-01-29 17:38:00,88,1132.0,Equipment fault
1828407,NORTH SYDNEY,2021-01-29 00:00:00,2021-01-29 19:21:36,147,725.018820861678,Equipment fault
1828311,WILLOUGHBY,2021-01-29 00:00:00,2021-01-29 20:00:00,63,190.0,Environmental
1828430,PORT STEPHENS,2021-01-29 00:00:00,2021-01-29 22:05:00,871,108.291618828932,Equipment fault
1828466,KU-RING-GAI,2021-01-30 00:00:00,2021-01-30 01:27:00,1004,111.787487586892,Equipment fault
1828391,WOOLLAHRA,2021-01-30 00:00:00,2021-01-30 01:40:47,74,49.2166666666667,Equipment fault
1828473,BANKSTOWN,2021-01-30 00:00:00,2021-01-30 03:31:07,84,958.035317460318,Equipment fault
1828541,HORNSBY,2021-01-30 00:00:00,2021-01-30 09:52:00,80,129.475,Environmental
1828681,LAKE MACQUARIE,2021-01-30 00:00:00,2021-01-30 15:55:00,1328,103.0,Environmental
1828648,LEICHHARDT,2021-01-30 00:00:00,2021-01-30 16:30:00,67,8.0,Equipment fault
1828723,PORT STEPHENS,2021-01-30 00:00:00,2021-01-30 18:09:00,917,104.270946681175,Equipment fault
1828752,WOOLLAHRA,2021-01-30 00:00:00,2021-01-30 20:30:00,82,45.0,Environmental
1828760,NORTH SYDNEY,2021-01-30 00:00:00,2021-01-30 23:27:00,181,22.0,Environmental
1828897,NORTH SYDNEY,2021-01-31 00:00:00,2021-01-31 19:07:20,101,1272.66666666667,Equipment fault
1828929,PORT STEPHENS,2021-02-01 00:00:00,2021-02-01 06:25:49,61,304.183333333333,Equipment fault
1828954,WYONG,2021-02-01 00:00:00,2021-02-01 08:49:38,93,130.366666666667,Environmental
1829043,NEWCASTLE,2021-02-01 00:00:00,2021-02-01 11:55:00,94,125.0,Third party
1829076,MARRICKVILLE,2021-02-01 00:00:00,2021-02-01 13:10:00,57,100.0,Customer installation
1829105,WARRINGAH,2021-02-01 00:00:00,2021-02-01 14:16:27,96,215.55,Third party
1829279,SOUTH SYDNEY,2021-02-01 00:00:00,2021-02-01 17:10:00,60,15.0,Third party
1829224,SUTHERLAND,2021-02-02 00:00:00,2021-02-02 02:11:15,59,203.75,Environmental
1829226,RANDWICK,2021-02-02 00:00:00,2021-02-02 03:10:00,54,465.0,Equipment fault
1829230,BANKSTOWN,2021-02-02 00:00:00,2021-02-02 03:45:00,322,75.7080745341615,Equipment fault
1829231,CANTERBURY,2021-02-02 00:00:00,2021-02-02 03:49:00,79,51.0,Environmental
1832833,GOSFORD,2021-02-02 00:00:00,2021-02-02 08:18:00,92,203.0,Equipment fault
1829319,HUNTERS HILL,2021-02-02 00:00:00,2021-02-02 10:37:00,146,180.397260273973,Environmental
1829322,GOSFORD,2021-02-02 00:00:00,2021-02-02 10:58:00,194,527.875945017182,Equipment fault
1829327,WARRINGAH,2021-02-02 00:00:00,2021-02-02 11:15:00,90,165.0,Customer installation
1829269,GOSFORD,2021-02-02 00:00:00,2021-02-02 11:41:00,92,1699.0,Equipment fault
1829371,ROCKDALE,2021-02-02 00:00:00,2021-02-02 12:49:33,51,180.45,Equipment fault
1829668,SOUTH SYDNEY,2021-02-03 00:00:00,2021-02-03 20:03:00,1688,73.49378330373,Equipment fault
1829829,WOOLLAHRA,2021-02-04 00:00:00,2021-02-04 17:55:00,82,70.0,Equipment fault
1829971,WYONG,2021-02-05 00:00:00,2021-02-05 15:44:00,1908,90.3050314465409,Environmental
1829998,GOSFORD,2021-02-05 00:00:00,2021-02-05 16:51:00,1502,550.053262316911,Environmental
1830002,LANE COVE,2021-02-05 00:00:00,2021-02-05 17:01:00,212,154.0,Environmental
1830021,WYONG,2021-02-05 00:00:00,2021-02-05 17:44:00,676,420.0,Equipment fault
1830435,LANE COVE,2021-02-05 00:00:00,2021-02-05 21:30:00,212,126.0,Environmental
1830087,MARRICKVILLE,2021-02-06 00:00:00,2021-02-06 00:40:27,95,87.55,Equipment fault
1830326,SOUTH SYDNEY,2021-02-06 00:00:00,2021-02-06 09:01:00,57,287.0,Customer installation
1830149,NEWCASTLE,2021-02-06 00:00:00,2021-02-06 15:50:00,130,264.407692307692,Equipment fault
1830168,NEWCASTLE,2021-02-06 00:00:00,2021-02-06 16:29:00,124,31.0,Third party
1830193,PORT STEPHENS,2021-02-06 00:00:00,2021-02-06 19:49:00,917,345.137254901961,Equipment fault
1830154,MANLY,2021-02-06 00:00:00,2021-02-06 21:50:00,106,5.0,Environmental
1830207,STRATHFIELD,2021-02-06 00:00:00,2021-02-06 22:30:00,66,30.0,Equipment fault
1830197,HURSTVILLE,2021-02-07 00:00:00,2021-02-07 00:10:00,60,185.0,Environmental
1830395,LAKE MACQUARIE,2021-02-08 00:00:00,2021-02-08 10:57:00,69,118.0,Environmental
1830373,STRATHFIELD,2021-02-08 00:00:00,2021-02-08 12:43:51,80,36.15,Environmental
1830060,RANDWICK,2021-02-08 00:00:00,2021-02-08 15:10:00,67,40.0,Equipment fault
1830512,KU-RING-GAI,2021-02-08 00:00:00,2021-02-08 18:48:00,1052,77.6121673003802,Equipment fault
1830543,WYONG,2021-02-09 00:00:00,2021-02-09 05:39:00,3684,214.684853420195,Equipment fault
1830552,NEWCASTLE,2021-02-09 00:00:00,2021-02-09 06:10:00,1506,92.3043766578249,Equipment fault
1830554,ASHFIELD,2021-02-09 00:00:00,2021-02-09 06:29:00,230,294.913043478261,Equipment fault
1830571,MAITLAND,2021-02-09 00:00:00,2021-02-09 08:05:25,70,247.583333333333,Environmental
1830726,GOSFORD,2021-02-09 00:00:00,2021-02-09 17:47:00,1107,33.8048780487805,Environmental
1830759,LEICHHARDT,2021-02-09 00:00:00,2021-02-09 23:59:13,78,205.783333333333,Equipment fault
1830761,SINGLETON,2021-02-10 00:00:00,2021-02-10 01:06:00,59,44.0,Equipment fault
1830852,SYDNEY,2021-02-10 00:00:00,2021-02-10 11:45:00,198,65.0,Environmental
1830814,MANLY,2021-02-10 00:00:00,2021-02-10 12:50:00,88,130.0,Equipment fault
1830924,PORT STEPHENS,2021-02-10 00:00:00,2021-02-10 17:05:00,505,90.0,Equipment fault
1830952,RYDE,2021-02-10 00:00:00,2021-02-10 22:52:00,72,188.0,Environmental
1830958,BANKSTOWN,2021-02-11 00:00:00,2021-02-11 00:49:00,1611,247.468032278088,Third party
1830972,SUTHERLAND,2021-02-11 00:00:00,2021-02-11 02:55:00,9250,74.934189232927,Equipment fault
1830969,BANKSTOWN,2021-02-11 00:00:00,2021-02-11 05:15:00,121,10.0,Environmental
1830987,WYONG,2021-02-11 00:00:00,2021-02-11 06:36:00,79,169.0,Equipment fault
1831000,RYDE,2021-02-11 00:00:00,2021-02-11 08:24:00,2046,264.097262952102,Equipment fault
1831035,BANKSTOWN,2021-02-11 00:00:00,2021-02-11 09:42:00,361,66.0,Equipment fault
1831034,BANKSTOWN,2021-02-11 00:00:00,2021-02-11 10:10:00,65,240.0,Environmental
